Shortining_Service,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,URL_of_Anchor,Links_in_tags,age_of_domain,DNSRecord,web_traffic,Result
1,1,-1,1,-1,-1,1,-1,1,1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,1,-1,-1
1,-1,1,1,0,1,1,1,1,1
1,-1,-1,-1,0,0,1,-1,1,-1
1,-1,-1,1,0,1,1,1,1,1
1,-1,0,-1,-1,-1,1,1,0,-1
-1,-1,0,0,-1,0,1,-1,1,-1
1,-1,0,0,0,-1,1,-1,0,-1
1,-1,-1,-1,0,0,-1,-1,1,1
-1,-1,1,1,0,-1,1,-1,1,1
1,-1,1,1,1,0,1,-1,1,1
1,-1,0,-1,-1,-1,-1,1,1,-1
1,-1,-1,-1,-1,-1,-1,-1,0,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,0,0,-1,0,1,-1,1,-1
1,-1,0,-1,0,-1,1,-1,1,-1
1,-1,1,1,0,-1,1,-1,1,1
1,-1,1,1,0,0,1,-1,0,-1
1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1
1,-1,-1,1,0,0,1,-1,1,1
1,-1,-1,1,0,0,-1,-1,1,1
1,-1,1,1,0,1,1,-1,-1,1
1,-1,0,1,-1,1,1,-1,-1,-1
-1,-1,1,1,0,1,1,-1,1,1
-1,-1,0,1,1,-1,-1,-1,1,1
1,-1,-1,-1,-1,0,1,-1,-1,-1
1,-1,0,1,-1,0,1,1,0,-1
-1,-1,-1,1,0,0,-1,-1,1,1
1,-1,0,0,-1,0,1,1,1,-1
1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,1,1,1,1,1
1,-1,-1,1,0,1,1,-1,1,1
1,-1,1,-1,0,0,1,1,0,1
1,-1,1,1,1,0,1,1,1,1
1,-1,-1,1,0,-1,1,-1,1,1
1,-1,-1,-1,0,-1,-1,-1,0,-1
1,-1,-1,1,0,0,1,1,1,1
1,-1,-1,1,0,0,1,1,-1,1
1,1,-1,1,0,-1,1,-1,-1,1
1,-1,1,1,1,0,1,1,1,1
1,-1,-1,-1,0,-1,-1,-1,-1,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,1,1,0,1,1,1,-1,1
1,-1,1,-1,-1,0,1,-1,-1,-1
1,-1,1,1,0,0,1,-1,1,1
-1,1,-1,1,0,0,1,1,1,1
1,-1,0,1,0,1,-1,1,0,-1
1,-1,1,-1,-1,1,-1,-1,-1,-1
1,-1,-1,-1,0,0,-1,1,1,-1
1,-1,-1,1,0,1,-1,-1,0,-1
1,-1,1,-1,1,1,1,-1,1,1
1,-1,-1,1,0,-1,-1,1,1,-1
1,-1,1,1,0,1,1,-1,1,1
-1,-1,1,-1,0,0,1,1,1,1
1,-1,-1,-1,0,-1,-1,-1,0,-1
1,-1,1,-1,0,1,1,-1,1,-1
1,-1,-1,1,1,1,1,1,1,1
1,-1,0,-1,-1,0,-1,-1,0,-1
1,-1,-1,1,0,0,1,1,1,1
1,-1,0,1,-1,-1,-1,-1,0,-1
1,-1,0,0,-1,-1,1,-1,-1,-1
1,-1,0,-1,0,0,1,1,1,1
-1,-1,-1,-1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,-1,1
1,1,-1,1,0,1,1,-1,1,1
-1,-1,-1,1,1,-1,1,1,1,1
1,-1,-1,-1,-1,-1,-1,1,-1,-1
1,-1,0,1,0,-1,-1,-1,1,1
1,-1,-1,1,0,-1,-1,1,1,-1
1,1,-1,1,0,1,1,-1,1,1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,1,0,1,1,-1,-1,-1,1,1
1,-1,1,1,1,-1,1,-1,1,1
1,-1,1,1,0,-1,1,1,1,1
-1,-1,-1,1,0,0,-1,-1,1,1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,0,1,0,0,-1,-1,1,1
1,-1,1,1,0,-1,1,-1,0,-1
1,1,0,1,1,1,-1,-1,1,1
1,-1,-1,1,0,0,-1,1,1,1
-1,-1,-1,1,0,1,1,-1,0,-1
1,-1,1,1,0,-1,1,-1,0,1
1,-1,0,0,-1,-1,1,-1,-1,-1
-1,-1,0,-1,-1,1,-1,-1,-1,-1
1,1,-1,1,1,0,-1,1,1,1
1,-1,0,-1,-1,-1,-1,-1,0,-1
1,-1,1,-1,1,1,1,-1,1,1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,1,1,0,-1,1,1,0,1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,-1,1,0,-1,-1,-1,0,-1
1,-1,0,1,1,0,-1,1,1,1
-1,1,0,1,1,-1,-1,-1,1,1
1,-1,-1,1,1,0,1,-1,1,1
1,-1,1,1,0,0,-1,-1,-1,1
1,-1,1,1,0,1,1,1,1,1
1,-1,-1,1,0,0,1,1,1,1
-1,-1,0,-1,-1,1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,0,-1
1,-1,1,1,0,1,1,-1,-1,1
1,-1,1,-1,0,-1,1,-1,-1,-1
1,-1,1,1,1,0,1,1,-1,1
1,-1,-1,1,0,0,1,-1,0,1
1,-1,-1,-1,1,0,-1,-1,0,-1
1,-1,-1,-1,0,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,0,1,0,0,-1,-1,1,1
-1,-1,1,1,1,0,1,-1,1,1
-1,-1,-1,1,0,0,1,-1,1,1
1,-1,-1,-1,-1,-1,-1,1,-1,-1
1,1,-1,1,0,1,1,-1,1,1
-1,1,-1,1,1,1,1,-1,1,1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,0,0,-1,1,1,1,-1,-1
1,-1,-1,1,1,1,1,1,1,1
1,1,0,-1,0,-1,1,1,-1,1
-1,-1,-1,1,1,0,1,-1,1,1
1,-1,-1,-1,-1,1,1,-1,-1,-1
-1,1,0,-1,1,1,-1,-1,0,1
1,-1,0,0,-1,1,1,-1,-1,-1
1,-1,-1,1,0,0,-1,1,0,-1
1,-1,-1,1,0,-1,-1,1,-1,-1
1,-1,-1,1,0,-1,1,-1,1,1
1,1,1,1,1,0,1,-1,-1,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,1,1,0,0,1,1,0,1
1,-1,-1,1,1,1,1,1,1,1
-1,-1,0,1,1,1,-1,-1,1,1
1,-1,1,-1,0,1,1,-1,1,-1
1,-1,-1,-1,0,-1,-1,-1,0,-1
1,-1,-1,-1,-1,0,-1,-1,1,-1
1,-1,1,1,0,0,-1,-1,0,1
1,1,-1,1,0,-1,1,-1,1,1
1,-1,-1,-1,1,0,-1,-1,-1,-1
1,1,-1,1,0,0,1,1,1,1
1,-1,0,1,0,-1,-1,1,1,1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,0,-1,-1,0,-1,-1,0,-1
1,-1,0,0,-1,-1,1,1,1,-1
1,-1,1,1,0,0,1,-1,1,1
1,1,-1,1,1,1,-1,1,1,1
1,-1,1,1,1,0,1,1,1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,0,0,-1,-1,1,-1,1,-1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,-1,-1,0,-1,-1,1,0,-1
1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,0,-1,1,-1,0,-1
-1,-1,-1,1,0,1,1,-1,1,1
1,1,0,1,1,-1,-1,-1,1,1
1,1,1,1,1,1,1,1,1,1
1,-1,1,1,0,1,1,1,1,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,1,-1,-1
1,-1,0,-1,-1,1,-1,-1,1,-1
1,-1,1,1,0,-1,1,1,1,1
1,-1,1,1,0,-1,-1,-1,0,-1
-1,1,1,1,1,1,1,-1,1,1
1,-1,0,0,-1,-1,1,1,-1,-1
-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,0,0,-1,1,1,-1,-1,-1
1,1,1,1,0,1,1,-1,1,1
1,-1,0,0,-1,-1,1,1,0,-1
1,1,-1,1,0,0,1,1,1,1
1,-1,-1,1,1,0,1,1,1,1
1,-1,0,0,-1,0,1,1,1,-1
1,1,-1,1,0,0,1,1,1,1
1,-1,0,-1,1,1,-1,-1,-1,1
1,-1,0,0,-1,0,1,-1,0,-1
1,-1,0,-1,-1,1,-1,-1,1,-1
1,-1,0,1,1,0,1,-1,-1,1
1,-1,-1,1,-1,0,-1,-1,-1,-1
1,-1,0,0,1,0,1,1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,-1,1,1,0,1,-1,1,1
1,-1,0,1,0,1,-1,1,1,1
1,-1,-1,-1,0,-1,-1,1,1,-1
1,-1,-1,-1,0,0,-1,-1,0,-1
1,-1,-1,-1,0,0,-1,-1,1,-1
1,-1,0,0,-1,-1,1,1,1,-1
1,-1,0,0,-1,-1,1,-1,-1,-1
1,-1,0,0,-1,1,1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,-1,-1,-1,1,-1,-1,-1,-1
-1,1,-1,1,1,-1,1,-1,1,1
1,-1,1,1,0,0,1,1,0,-1
1,-1,-1,1,0,1,-1,1,1,1
1,-1,1,-1,-1,-1,1,1,0,-1
1,-1,1,-1,0,0,1,-1,0,-1
1,-1,-1,1,0,0,-1,-1,0,-1
1,-1,0,0,-1,-1,1,-1,0,-1
1,-1,-1,-1,0,0,-1,1,0,-1
1,1,1,1,1,0,1,-1,1,1
1,-1,0,-1,0,0,-1,1,1,-1
1,1,1,1,1,0,1,-1,-1,1
1,-1,-1,-1,-1,-1,-1,1,0,-1
1,-1,0,1,0,1,-1,1,1,1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,-1,-1,-1,0,-1,1,-1,-1
1,-1,1,1,0,0,1,-1,1,1
1,-1,0,-1,-1,1,-1,-1,-1,-1
1,-1,1,1,1,-1,1,-1,1,1
1,-1,1,1,0,-1,1,-1,1,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,0,1,0,0,-1,1,1,1
1,1,-1,1,1,0,-1,1,0,1
1,-1,1,1,0,-1,1,-1,1,1
-1,1,1,1,0,-1,1,-1,1,1
1,-1,0,0,-1,-1,1,-1,-1,-1
1,-1,0,0,-1,0,1,-1,0,-1
1,-1,0,-1,0,-1,1,-1,1,-1
1,-1,-1,-1,0,-1,1,-1,1,-1
1,1,-1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,-1,1
1,1,-1,1,0,0,1,1,1,1
-1,-1,0,-1,-1,1,-1,-1,0,-1
1,-1,0,0,-1,-1,1,-1,-1,-1
1,1,-1,1,1,0,1,-1,-1,1
1,-1,0,-1,-1,0,-1,-1,0,-1
-1,-1,0,1,1,0,-1,-1,1,1
1,-1,-1,1,0,0,1,1,1,1
1,-1,1,1,0,1,1,1,1,1
1,-1,-1,0,-1,-1,-1,-1,0,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,0,1,-1,-1,-1,-1,0,-1
1,-1,0,-1,0,0,-1,-1,1,1
1,-1,0,1,-1,-1,-1,-1,0,-1
1,-1,-1,1,0,0,-1,1,1,1
1,-1,-1,-1,-1,0,-1,-1,1,-1
1,-1,-1,-1,-1,1,-1,-1,-1,-1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,1,1,0,0,1,-1,0,-1
1,-1,-1,1,0,-1,-1,-1,1,-1
1,-1,-1,1,0,0,1,1,0,-1
1,-1,0,-1,-1,0,-1,-1,0,-1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,-1,1,0,1,1,-1,0,-1
1,-1,-1,1,-1,1,1,-1,1,1
1,-1,1,1,0,-1,1,-1,1,1
-1,-1,1,1,0,1,1,-1,1,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,-1,1,1,1,1,1,1,1
1,-1,0,0,-1,1,1,-1,1,-1
1,-1,1,1,1,-1,1,-1,1,1
1,-1,-1,-1,-1,-1,1,-1,-1,-1
1,-1,1,1,1,1,1,1,1,1
1,-1,-1,-1,0,-1,1,1,1,-1
1,1,1,1,1,-1,1,1,1,1
1,-1,-1,-1,0,-1,1,1,1,-1
1,-1,-1,1,-1,-1,1,-1,1,-1
1,-1,0,1,0,-1,-1,1,-1,1
-1,-1,0,0,-1,1,1,1,-1,-1
1,-1,-1,0,-1,-1,1,1,0,-1
1,-1,1,1,1,1,1,-1,1,1
1,-1,1,1,0,0,1,1,-1,1
1,-1,-1,1,-1,0,1,1,1,1
-1,-1,-1,1,0,1,1,-1,1,1
-1,-1,1,1,0,1,1,-1,1,1
-1,-1,0,0,-1,1,1,-1,0,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,1,-1,-1,-1,-1
1,-1,-1,1,0,-1,-1,-1,1,-1
1,-1,0,-1,-1,-1,-1,-1,0,-1
1,-1,1,1,0,1,1,1,1,1
1,-1,-1,-1,-1,-1,-1,1,0,-1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,0,1,-1,-1,-1
1,-1,-1,1,0,1,1,1,1,1
-1,-1,-1,1,0,1,1,-1,1,1
1,-1,-1,-1,-1,-1,1,1,-1,-1
1,1,1,-1,1,0,1,-1,-1,1
1,-1,-1,-1,-1,0,-1,1,-1,-1
1,-1,0,1,1,0,1,-1,-1,1
-1,-1,-1,1,1,1,1,-1,1,1
1,-1,-1,1,0,-1,1,1,1,-1
1,-1,-1,1,1,0,1,1,1,1
1,-1,0,1,0,0,-1,1,1,1
1,-1,-1,-1,-1,0,-1,-1,1,-1
1,-1,0,1,0,1,-1,1,1,1
1,-1,0,0,0,0,1,-1,-1,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,1,1,0,0,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1
1,-1,0,1,0,1,-1,1,1,1
1,-1,1,-1,-1,-1,1,-1,0,-1
1,-1,1,1,0,-1,1,1,1,1
-1,-1,0,1,0,1,-1,-1,-1,1
-1,-1,0,-1,-1,-1,-1,-1,0,-1
1,-1,-1,-1,-1,-1,-1,1,-1,-1
1,-1,0,-1,-1,1,-1,-1,-1,-1
-1,-1,0,0,-1,0,1,-1,1,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,0,0,-1,-1,1,-1,1,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
-1,-1,1,1,0,-1,1,-1,1,1
1,-1,-1,-1,-1,-1,-1,-1,0,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,1,-1,-1,-1,-1,0,-1
1,1,1,-1,1,0,1,-1,-1,1
-1,1,1,1,0,0,1,1,1,1
1,1,-1,1,0,0,-1,-1,1,1
1,-1,0,1,0,1,-1,-1,1,1
1,-1,-1,1,-1,-1,-1,-1,0,-1
1,-1,-1,-1,-1,1,-1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,1,1,1,1,1,-1,1,1
1,-1,0,0,-1,-1,1,-1,-1,-1
1,-1,-1,-1,0,0,-1,1,1,-1
1,-1,0,1,0,0,-1,-1,1,1
1,-1,0,-1,-1,0,-1,1,1,-1
1,-1,-1,1,0,0,1,-1,1,1
1,-1,0,0,-1,1,1,-1,1,-1
-1,-1,-1,1,0,-1,1,-1,1,1
1,-1,0,1,1,0,-1,1,1,1
1,1,1,1,0,1,1,1,1,1
1,-1,0,1,1,-1,-1,-1,1,1
1,-1,-1,-1,0,0,-1,-1,0,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,1,1,1,-1,1,1,0,1
1,-1,0,0,-1,-1,1,-1,-1,-1
1,-1,0,0,-1,0,1,1,-1,-1
-1,-1,-1,1,0,1,1,-1,1,1
1,-1,0,0,-1,0,1,-1,0,-1
1,-1,0,-1,-1,0,-1,1,-1,-1
1,1,-1,1,1,0,1,-1,1,1
1,-1,1,1,1,0,1,1,0,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,1,-1,0,1,1,-1,-1,1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,0,-1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,0,1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,-1,-1,-1,-1,-1,-1,0,-1
1,-1,0,-1,-1,1,-1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,1,1,-1,-1,1,1,0,-1
1,-1,0,1,0,-1,-1,1,1,1
1,-1,0,-1,-1,0,-1,1,1,-1
1,-1,0,-1,-1,1,-1,1,-1,-1
1,-1,0,-1,-1,0,-1,1,0,-1
1,-1,1,1,0,0,1,1,1,1
-1,-1,0,-1,-1,1,-1,-1,1,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,0,1,1,1,-1,1,1,1
1,-1,0,-1,0,1,-1,1,1,1
1,-1,0,1,0,1,-1,-1,1,1
1,-1,1,1,0,1,1,1,0,-1
1,1,0,1,0,-1,-1,1,0,1
1,-1,0,1,0,1,-1,-1,0,-1
-1,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,-1,0,-1,1,-1,0,-1
-1,-1,0,0,-1,1,1,1,-1,-1
1,-1,-1,-1,1,-1,1,1,-1,-1
1,1,1,1,1,-1,1,1,1,1
1,-1,-1,-1,-1,0,1,1,0,-1
1,1,0,1,1,0,1,-1,1,1
1,-1,-1,1,0,0,1,1,0,1
1,-1,-1,-1,0,-1,1,-1,0,-1
1,-1,0,-1,0,1,-1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1
1,-1,1,1,0,1,1,1,0,1
1,-1,-1,1,0,1,1,1,1,1
1,-1,1,1,0,-1,1,1,1,1
1,-1,-1,1,0,-1,1,1,0,1
1,1,1,1,0,-1,1,1,0,1
1,-1,-1,-1,-1,0,1,1,0,-1
1,-1,-1,1,0,-1,-1,1,1,1
1,-1,1,1,0,0,1,1,1,1
-1,-1,-1,1,1,-1,1,-1,1,1
1,-1,0,1,0,-1,-1,-1,1,1
1,-1,1,1,0,1,1,-1,1,1
1,-1,1,1,0,1,1,-1,-1,1
1,-1,-1,1,1,1,-1,1,1,1
1,-1,-1,1,1,0,-1,1,1,1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,-1,-1,0,0,1,-1,1,-1
-1,-1,0,1,0,-1,-1,1,1,1
1,-1,-1,1,-1,1,1,1,0,-1
-1,-1,-1,1,0,-1,-1,-1,0,-1
1,-1,-1,1,-1,0,-1,1,-1,-1
1,-1,0,1,0,1,-1,-1,-1,1
1,-1,0,1,0,-1,-1,1,0,1
1,-1,0,-1,0,0,-1,1,1,1
1,1,0,1,0,-1,1,1,1,1
1,-1,-1,1,1,1,1,1,1,1
1,-1,1,-1,-1,0,-1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,-1,-1,0,-1,-1,1,1,-1
1,-1,-1,-1,-1,-1,1,-1,-1,-1
1,-1,1,1,1,0,1,1,1,1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,0,-1,-1,1,-1,-1,-1,-1
1,-1,0,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,1,0,0,1,1,1,1
1,-1,0,1,0,0,-1,1,-1,1
1,-1,1,1,-1,0,1,-1,-1,-1
1,1,1,1,1,0,1,-1,-1,1
-1,-1,0,0,-1,1,1,-1,-1,-1
1,-1,1,1,0,1,1,1,0,-1
1,-1,0,-1,-1,-1,-1,-1,-1,-1
1,-1,1,1,0,1,1,-1,0,1
1,-1,-1,1,1,0,1,-1,-1,1
1,-1,0,1,1,0,-1,1,1,1
1,-1,-1,1,0,-1,1,1,0,1
1,-1,-1,-1,0,0,-1,1,1,-1
1,-1,1,1,0,1,1,1,1,1
1,-1,1,1,0,-1,1,1,1,1
1,1,-1,1,0,-1,-1,-1,1,1
1,-1,-1,-1,0,-1,-1,-1,0,-1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,0,1,0,1,-1,1,1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,1,0,1,-1,-1,-1,1
1,-1,-1,-1,0,-1,-1,-1,1,-1
-1,1,-1,1,1,0,1,-1,0,1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,-1,-1,-1,-1,1,1,-1,-1
1,-1,-1,-1,0,-1,1,1,1,1
-1,-1,0,-1,-1,1,-1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,1,-1,-1
1,-1,0,1,1,1,-1,1,1,1
1,-1,-1,-1,0,0,-1,1,1,1
1,-1,0,-1,-1,1,-1,1,1,-1
1,-1,-1,-1,-1,0,-1,1,0,-1
1,-1,0,1,0,0,-1,-1,1,1
-1,-1,-1,-1,-1,1,-1,-1,0,-1
1,-1,0,0,-1,0,1,1,-1,-1
1,1,-1,1,0,-1,1,-1,1,1
1,1,1,1,1,0,1,1,1,1
1,-1,-1,1,0,1,1,1,1,1
1,-1,-1,1,0,-1,-1,-1,1,-1
1,-1,0,1,1,1,-1,1,1,1
-1,-1,-1,1,1,0,1,-1,1,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,1,-1,1,1,1,1,1,1,1
1,-1,0,1,0,0,1,-1,1,1
1,-1,1,1,1,0,1,1,-1,1
1,-1,1,1,0,0,-1,-1,-1,1
1,-1,0,-1,0,0,1,-1,1,-1
1,-1,0,0,0,-1,1,-1,-1,-1
-1,-1,-1,1,1,-1,1,-1,1,1
1,-1,0,0,-1,0,1,-1,-1,-1
-1,-1,-1,1,0,-1,1,-1,1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,1,0,0,1,-1,0,1
1,-1,1,1,0,0,1,1,1,1
1,-1,0,1,0,-1,-1,-1,0,-1
1,1,1,1,1,0,1,1,1,1
1,-1,0,0,-1,0,1,1,-1,-1
-1,-1,0,-1,-1,1,-1,-1,-1,-1
1,-1,-1,1,0,0,-1,1,1,1
1,-1,1,1,1,0,1,1,1,1
-1,-1,1,1,0,0,1,-1,1,1
1,-1,-1,-1,0,-1,1,-1,1,-1
1,-1,1,-1,0,0,1,-1,0,1
-1,-1,0,0,-1,1,1,-1,-1,-1
1,-1,-1,1,0,1,-1,1,0,-1
1,-1,1,1,1,1,1,1,1,1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,0,1,0,1,-1,-1,1,1
1,-1,-1,1,0,1,1,1,1,1
1,-1,0,1,0,1,-1,-1,1,1
1,-1,-1,-1,-1,0,-1,-1,0,-1
-1,-1,1,1,1,-1,1,-1,1,1
1,-1,0,0,-1,0,1,1,0,-1
1,-1,1,1,1,-1,1,1,1,1
1,1,1,1,0,0,1,-1,1,1
1,-1,0,1,0,0,-1,1,1,1
1,-1,-1,-1,0,0,-1,-1,1,-1
1,1,1,1,1,0,1,1,1,1
1,-1,-1,-1,0,-1,1,1,1,-1
1,1,0,1,0,0,1,1,1,1
1,-1,-1,1,0,0,1,-1,1,1
1,-1,-1,1,0,-1,-1,-1,0,-1
1,-1,-1,1,-1,-1,-1,-1,0,-1
1,-1,-1,1,0,0,1,1,1,1
1,-1,1,1,0,-1,1,1,1,1
1,-1,-1,-1,0,-1,1,1,0,-1
1,1,-1,1,1,1,1,1,1,1
1,-1,-1,1,0,0,1,-1,0,1
1,1,-1,1,1,1,-1,1,1,1
1,-1,0,0,-1,0,1,-1,-1,-1
1,1,1,1,0,0,1,1,1,1
-1,-1,1,1,0,-1,1,-1,0,-1
1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,-1,-1,-1,0,-1,1,-1,-1
1,-1,1,0,0,0,1,1,1,1
1,-1,1,0,0,-1,1,1,1,1
1,-1,-1,1,0,-1,1,1,1,1
-1,-1,1,1,0,1,1,1,-1,1
1,-1,0,0,1,-1,1,-1,-1,-1
1,1,-1,1,1,-1,1,1,1,1
1,-1,-1,-1,0,-1,-1,-1,1,-1
-1,-1,-1,1,1,-1,-1,-1,1,1
1,-1,1,1,0,1,1,1,1,1
1,-1,-1,-1,-1,0,-1,-1,0,-1
1,-1,-1,-1,0,-1,-1,-1,1,-1
1,-1,1,-1,0,1,1,-1,0,-1
1,1,-1,1,1,0,-1,1,1,1
1,-1,-1,1,0,0,-1,-1,0,-1
1,1,0,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,0,1,1,-1,-1,1
1,-1,0,0,-1,-1,1,-1,1,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,1,-1,0,-1,-1,-1,1,-1
1,-1,0,1,0,1,-1,1,1,1
1,-1,0,1,0,1,-1,1,1,1
1,-1,-1,1,1,1,1,1,1,1
1,-1,-1,1,1,0,1,1,1,1
1,1,0,1,1,-1,-1,-1,1,1
1,-1,0,0,-1,1,1,1,-1,-1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,1,1,0,1,1,1,1,1
1,-1,0,1,0,0,-1,-1,1,1
1,-1,0,1,0,-1,-1,1,0,-1
1,-1,0,1,0,0,-1,1,1,1
1,-1,0,1,0,-1,1,1,1,1
1,-1,-1,1,0,0,1,1,1,1
1,-1,1,1,1,0,1,1,1,1
1,-1,-1,1,0,-1,1,-1,1,1
-1,-1,0,1,0,1,1,-1,1,1
-1,-1,0,-1,-1,1,-1,-1,1,-1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,-1,1,1,-1,1,-1,1,1
1,-1,0,-1,0,-1,-1,-1,1,-1
1,-1,-1,-1,0,-1,-1,-1,-1,-1
1,-1,-1,1,0,1,1,-1,1,1
1,-1,1,1,0,0,1,1,1,1
1,-1,-1,1,0,-1,1,-1,-1,1
1,-1,1,1,-1,0,1,-1,-1,-1
-1,1,-1,1,1,-1,1,1,1,1
1,-1,-1,1,0,0,1,1,1,1
1,-1,-1,-1,0,0,1,1,0,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,1,0,0,-1,1,1,1
1,-1,-1,1,0,-1,-1,1,0,-1
-1,-1,0,0,-1,1,1,-1,1,-1
1,-1,-1,-1,0,-1,1,-1,1,-1
-1,-1,-1,1,1,0,-1,-1,1,1
1,-1,-1,-1,-1,0,-1,-1,0,-1
-1,-1,1,1,0,-1,1,-1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,-1,1,1,0,1,1,1,1
1,1,0,-1,0,0,1,1,1,1
-1,1,0,1,1,0,1,-1,1,1
1,-1,0,-1,-1,-1,-1,1,0,-1
-1,-1,0,1,1,-1,-1,-1,1,1
-1,-1,0,0,-1,0,1,-1,-1,-1
1,-1,0,0,-1,1,1,-1,1,-1
-1,-1,-1,1,0,0,1,-1,1,1
1,-1,1,1,0,0,1,-1,1,1
1,-1,-1,-1,-1,0,-1,-1,-1,-1
1,-1,0,0,-1,0,1,1,-1,-1
1,-1,1,-1,-1,-1,-1,-1,-1,-1
1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,-1,1,1,0,0,1,1,1,1
1,-1,0,0,-1,1,1,1,1,-1
1,-1,0,1,0,-1,1,-1,1,1
1,-1,0,1,0,0,-1,1,-1,1
1,1,1,1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,1,1,1
1,-1,1,1,0,1,1,1,1,1
1,-1,0,1,1,0,-1,1,1,1
1,-1,-1,1,0,-1,-1,-1,1,-1
1,-1,0,-1,0,0,-1,1,1,1
1,-1,0,-1,-1,0,-1,-1,-1,-1
1,-1,-1,1,1,0,-1,-1,-1,1
1,-1,0,1,0,1,-1,1,1,1
